id,createdAt,updatedAt,archived,properties.hs_createdate,properties.hs_lastmodifieddate,properties.hs_object_id
82369526684,2025-06-30T16:40:53.732Z,2025-08-03T13:55:31.973Z,False,2025-06-30T16:40:53.732Z,2025-08-03T13:55:31.973Z,82369526684
82413971865,2025-07-01T13:28:18.996Z,2025-07-04T20:18:10.374Z,False,2025-07-01T13:28:18.996Z,2025-07-04T20:18:10.374Z,82413971865
82414051761,2025-07-01T13:25:36.015Z,2025-07-04T12:00:23.732Z,False,2025-07-01T13:25:36.015Z,2025-07-04T12:00:23.732Z,82414051761
82415132239,2025-07-01T13:33:46.919Z,2025-07-04T12:00:10.226Z,False,2025-07-01T13:33:46.919Z,2025-07-04T12:00:10.226Z,82415132239
82415143082,2025-07-01T13:36:26.403Z,2025-07-04T12:00:11.726Z,False,2025-07-01T13:36:26.403Z,2025-07-04T12:00:11.726Z,82415143082
82524269409,2025-07-02T22:23:34.716Z,2025-07-06T13:18:20.458Z,False,2025-07-02T22:23:34.716Z,2025-07-06T13:18:20.458Z,82524269409
82524585489,2025-07-02T22:37:53.788Z,2025-07-07T12:00:17.313Z,False,2025-07-02T22:37:53.788Z,2025-07-07T12:00:17.313Z,82524585489
82582653978,2025-07-03T16:04:01.668Z,2025-08-08T19:59:31.145Z,False,2025-07-03T16:04:01.668Z,2025-08-08T19:59:31.145Z,82582653978
82630838171,2025-07-04T16:07:41.826Z,2025-07-09T12:00:41.502Z,False,2025-07-04T16:07:41.826Z,2025-07-09T12:00:41.502Z,82630838171
82630990693,2025-07-04T16:04:14.411Z,2025-07-09T12:00:21.375Z,False,2025-07-04T16:04:14.411Z,2025-07-09T12:00:21.375Z,82630990693
82631010131,2025-07-04T16:15:23.661Z,2025-07-05T12:00:03.707Z,False,2025-07-04T16:15:23.661Z,2025-07-05T12:00:03.707Z,82631010131
82640571965,2025-07-04T17:05:42.652Z,2025-07-05T12:00:02.454Z,False,2025-07-04T17:05:42.652Z,2025-07-05T12:00:02.454Z,82640571965
82640773200,2025-07-04T17:20:19.172Z,2025-07-09T12:00:01.110Z,False,2025-07-04T17:20:19.172Z,2025-07-09T12:00:01.110Z,82640773200
82640989273,2025-07-04T18:44:19.585Z,2025-07-09T12:00:03.343Z,False,2025-07-04T18:44:19.585Z,2025-07-09T12:00:03.343Z,82640989273
82641003645,2025-07-04T18:53:37.608Z,2025-08-08T14:23:57.593Z,False,2025-07-04T18:53:37.608Z,2025-08-08T14:23:57.593Z,82641003645
82641158168,2025-07-04T18:32:37.162Z,2025-07-09T12:00:29.708Z,False,2025-07-04T18:32:37.162Z,2025-07-09T12:00:29.708Z,82641158168
82861346216,2025-07-08T19:41:47.361Z,2025-07-11T12:00:50.934Z,False,2025-07-08T19:41:47.361Z,2025-07-11T12:00:50.934Z,82861346216
82871370273,2025-07-09T01:58:18.903Z,2025-07-11T12:00:09.135Z,False,2025-07-09T01:58:18.903Z,2025-07-11T12:00:09.135Z,82871370273
82876340010,2025-07-09T02:04:49.344Z,2025-07-11T12:00:18.217Z,False,2025-07-09T02:04:49.344Z,2025-07-11T12:00:18.217Z,82876340010
82927330358,2025-07-09T19:04:55.915Z,2025-07-14T16:30:05.853Z,False,2025-07-09T19:04:55.915Z,2025-07-14T16:30:05.853Z,82927330358
82928320554,2025-07-09T19:47:12.435Z,2025-07-18T13:15:34.054Z,False,2025-07-09T19:47:12.435Z,2025-07-18T13:15:34.054Z,82928320554
82938108807,2025-07-09T19:33:54.100Z,2025-07-16T12:00:34.200Z,False,2025-07-09T19:33:54.100Z,2025-07-16T12:00:34.200Z,82938108807
83018332235,2025-07-10T17:19:08.104Z,2025-08-08T19:59:30.868Z,False,2025-07-10T17:19:08.104Z,2025-08-08T19:59:30.868Z,83018332235
83135456259,2025-07-11T23:01:22.507Z,2025-07-25T13:52:50.183Z,False,2025-07-11T23:01:22.507Z,2025-07-25T13:52:50.183Z,83135456259
83191053186,2025-07-12T16:53:00.189Z,2025-07-16T12:00:43.701Z,False,2025-07-12T16:53:00.189Z,2025-07-16T12:00:43.701Z,83191053186
83389939726,2025-07-15T15:07:14.994Z,2025-08-04T05:52:48.334Z,False,2025-07-15T15:07:14.994Z,2025-08-04T05:52:48.334Z,83389939726
83417043227,2025-07-16T00:57:50.548Z,2025-07-17T12:00:20.196Z,False,2025-07-16T00:57:50.548Z,2025-07-17T12:00:20.196Z,83417043227
83622682210,2025-07-17T19:44:24.201Z,2025-07-25T16:00:02.821Z,False,2025-07-17T19:44:24.201Z,2025-07-25T16:00:02.821Z,83622682210
83724892304,2025-07-18T18:09:33.659Z,2025-07-23T14:00:16.501Z,False,2025-07-18T18:09:33.659Z,2025-07-23T14:00:16.501Z,83724892304
83832087808,2025-07-20T17:00:08.321Z,2025-08-03T13:56:08.791Z,False,2025-07-20T17:00:08.321Z,2025-08-03T13:56:08.791Z,83832087808
83832088940,2025-07-20T17:04:03.777Z,2025-07-23T12:00:35.861Z,False,2025-07-20T17:04:03.777Z,2025-07-23T12:00:35.861Z,83832088940
83832147820,2025-07-20T17:18:52.814Z,2025-07-23T12:00:25.635Z,False,2025-07-20T17:18:52.814Z,2025-07-23T12:00:25.635Z,83832147820
83883520679,2025-07-21T15:24:59.090Z,2025-07-24T12:00:03.740Z,False,2025-07-21T15:24:59.090Z,2025-07-24T12:00:03.740Z,83883520679
83906911524,2025-07-21T17:17:14.617Z,2025-07-24T12:00:00.554Z,False,2025-07-21T17:17:14.617Z,2025-07-24T12:00:00.554Z,83906911524
83908763201,2025-07-21T18:57:02.043Z,2025-07-24T12:00:18.934Z,False,2025-07-21T18:57:02.043Z,2025-07-24T12:00:18.934Z,83908763201
83910331484,2025-07-21T20:32:09.750Z,2025-07-24T14:00:04.381Z,False,2025-07-21T20:32:09.750Z,2025-07-24T14:00:04.381Z,83910331484
84020041249,2025-07-22T23:33:34.965Z,2025-07-25T12:00:01.061Z,False,2025-07-22T23:33:34.965Z,2025-07-25T12:00:01.061Z,84020041249
84020266920,2025-07-22T23:39:01.367Z,2025-07-25T12:00:14.579Z,False,2025-07-22T23:39:01.367Z,2025-07-25T12:00:14.579Z,84020266920
84027453101,2025-07-22T22:31:53.932Z,2025-07-28T09:44:56.769Z,False,2025-07-22T22:31:53.932Z,2025-07-28T09:44:56.769Z,84027453101
84062998632,2025-07-23T11:18:00.149Z,2025-07-28T12:00:01.602Z,False,2025-07-23T11:18:00.149Z,2025-07-28T12:00:01.602Z,84062998632
84063531662,2025-07-23T11:40:10.208Z,2025-07-28T12:00:07.158Z,False,2025-07-23T11:40:10.208Z,2025-07-28T12:00:07.158Z,84063531662
84063714123,2025-07-23T12:08:38.355Z,2025-07-28T12:00:33.980Z,False,2025-07-23T12:08:38.355Z,2025-07-28T12:00:33.980Z,84063714123
84063727902,2025-07-23T12:14:43.860Z,2025-07-28T12:00:17.336Z,False,2025-07-23T12:14:43.860Z,2025-07-28T12:00:17.336Z,84063727902
84063769916,2025-07-23T12:00:44.174Z,2025-07-28T12:00:19.735Z,False,2025-07-23T12:00:44.174Z,2025-07-28T12:00:19.735Z,84063769916
84064049941,2025-07-23T12:20:24.380Z,2025-07-28T12:00:32.960Z,False,2025-07-23T12:20:24.380Z,2025-07-28T12:00:32.960Z,84064049941
84072425650,2025-07-23T11:27:52.234Z,2025-07-28T12:00:34.519Z,False,2025-07-23T11:27:52.234Z,2025-07-28T12:00:34.519Z,84072425650
84072438101,2025-07-23T11:35:29.204Z,2025-07-28T12:00:00.939Z,False,2025-07-23T11:35:29.204Z,2025-07-28T12:00:00.939Z,84072438101
84072946854,2025-07-23T12:35:32.557Z,2025-07-28T12:00:24.525Z,False,2025-07-23T12:35:32.557Z,2025-07-28T12:00:24.525Z,84072946854
84092569757,2025-07-23T18:13:33.173Z,2025-07-28T12:00:33.362Z,False,2025-07-23T18:13:33.173Z,2025-07-28T12:00:33.362Z,84092569757
84299864130,2025-07-25T21:19:19.899Z,2025-07-30T12:00:32.518Z,False,2025-07-25T21:19:19.899Z,2025-07-30T12:00:32.518Z,84299864130
84340607380,2025-07-26T18:38:18.719Z,2025-08-05T13:25:43.594Z,False,2025-07-26T18:38:18.719Z,2025-08-05T13:25:43.594Z,84340607380
84340609953,2025-07-26T18:43:23.591Z,2025-07-30T12:00:11.874Z,False,2025-07-26T18:43:23.591Z,2025-07-30T12:00:11.874Z,84340609953
84340612218,2025-07-26T18:47:51.399Z,2025-07-30T12:00:22.322Z,False,2025-07-26T18:47:51.399Z,2025-07-30T12:00:22.322Z,84340612218
84340613273,2025-07-26T18:50:07.297Z,2025-07-30T12:00:32.440Z,False,2025-07-26T18:50:07.297Z,2025-07-30T12:00:32.440Z,84340613273
84340616352,2025-07-26T18:56:16.320Z,2025-07-30T12:00:21.506Z,False,2025-07-26T18:56:16.320Z,2025-07-30T12:00:21.506Z,84340616352
84341708820,2025-07-26T17:46:30.581Z,2025-07-30T14:00:09.183Z,False,2025-07-26T17:46:30.581Z,2025-07-30T14:00:09.183Z,84341708820
84341800306,2025-07-26T18:13:41.345Z,2025-07-30T12:00:34.178Z,False,2025-07-26T18:13:41.345Z,2025-07-30T12:00:34.178Z,84341800306
84341809819,2025-07-26T18:33:14.794Z,2025-07-30T12:00:20.925Z,False,2025-07-26T18:33:14.794Z,2025-07-30T12:00:20.925Z,84341809819
84371316366,2025-07-27T15:43:23.949Z,2025-07-30T12:00:02.534Z,False,2025-07-27T15:43:23.949Z,2025-07-30T12:00:02.534Z,84371316366
84372438333,2025-07-27T16:41:47.735Z,2025-07-30T12:00:34.422Z,False,2025-07-27T16:41:47.735Z,2025-07-30T12:00:34.422Z,84372438333
84377459053,2025-07-27T18:58:40.750Z,2025-08-03T14:00:06.890Z,False,2025-07-27T18:58:40.750Z,2025-08-03T14:00:06.890Z,84377459053
84472888947,2025-07-28T20:47:09.054Z,2025-07-31T12:00:02.987Z,False,2025-07-28T20:47:09.054Z,2025-07-31T12:00:02.987Z,84472888947
84472904771,2025-07-28T20:50:51.049Z,2025-07-31T12:00:19.980Z,False,2025-07-28T20:50:51.049Z,2025-07-31T12:00:19.980Z,84472904771
84472927906,2025-07-28T20:56:35.782Z,2025-07-31T12:00:36.368Z,False,2025-07-28T20:56:35.782Z,2025-07-31T12:00:36.368Z,84472927906
84527182469,2025-07-29T14:23:24.696Z,2025-08-01T12:00:06.083Z,False,2025-07-29T14:23:24.696Z,2025-08-01T12:00:06.083Z,84527182469
84527195665,2025-07-29T14:25:43.197Z,2025-08-01T12:00:09.014Z,False,2025-07-29T14:25:43.197Z,2025-08-01T12:00:09.014Z,84527195665
